com_id,savi_id,misc_id,involvement_source_id_fk,involvement_source_desc,org_name,qualifying_naics,PrimaryNaics,PrimaryNaics_Desc,SecondaryNaics,SecondaryNaics_Desc,group_id,group_desc,parent_group_id,parent_group_desc
713313200,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,American College Of Sports Med ,611310,611310,  Colleges and universities,NULL,NULL,2,Post-Secondary Education,1,Education Cluster
713304318,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Lincoln Technical Institute ,611210,611210,  Junior colleges,NULL,NULL,2,Post-Secondary Education,1,Education Cluster
713272224,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Indiana University Systems ,611310,611310,  Colleges and universities,NULL,NULL,2,Post-Secondary Education,1,Education Cluster
713268008,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Indiana State University ,611310,611310,  Colleges and universities,NULL,NULL,2,Post-Secondary Education,1,Education Cluster
711421553,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Indiana University ,611310,611310,  Colleges and universities,NULL,NULL,2,Post-Secondary Education,1,Education Cluster
711095342,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,College Acceleration Network ,611310,611310,  Colleges and universities,NULL,NULL,2,Post-Secondary Education,1,Education Cluster
702693204,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,University Clinical Path Assoc ,611310,611310,  Colleges and universities,541219,  Other accounting services,2,Post-Secondary Education,1,Education Cluster
684399017,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,College Summit Inc ,611310,611310,  Colleges and universities,NULL,NULL,2,Post-Secondary Education,1,Education Cluster
684373434,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Art Institute-indianapolis ,611310,611310,  Colleges and universities,453920,  Art dealers,2,Post-Secondary Education,1,Education Cluster
677525388,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Bishop Simon Brut Clg Seminary ,611310,611310,  Colleges and universities,813110,  Religious organizations,2,Post-Secondary Education,1,Education Cluster
655580694,NULL,NULL,4,Workforce & Education NAICS Custom Cluster - Secondary,Jj Holcomb Observatory ,611310,541715,NULL,611310,  Colleges and universities,2,Post-Secondary Education,1,Education Cluster
655538189,866587,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Indiana Wesleyan University ,611310,611310,  Colleges and universities,NULL,NULL,2,Post-Secondary Education,1,Education Cluster
655532745,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Markis College Of Mgmt & Tech ,611310,611310,  Colleges and universities,NULL,NULL,2,Post-Secondary Education,1,Education Cluster
655516516,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Herron School Of Art & Design ,611310,611310,  Colleges and universities,NULL,NULL,2,Post-Secondary Education,1,Education Cluster
618295562,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Ball State University ,611310,611310,  Colleges and universities,NULL,NULL,2,Post-Secondary Education,1,Education Cluster
619910029,NULL,NULL,4,Workforce & Education NAICS Custom Cluster - Secondary,University Loft Co ,611310,442110,  Furniture stores,611310,  Colleges and universities,2,Post-Secondary Education,1,Education Cluster
620181537,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Indiana Business College ,611310,611310,  Colleges and universities,611410,  Business and secretarial schools,2,Post-Secondary Education,1,Education Cluster
618252662,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Indiana University Dept ,611310,611310,  Colleges and universities,621111,"  Offices of physicians, except mental health",2,Post-Secondary Education,1,Education Cluster
582413050,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,In University-ophthalmology ,611310,611310,  Colleges and universities,NULL,NULL,2,Post-Secondary Education,1,Education Cluster
582398087,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Ivy Tech State College ,611310,611310,  Colleges and universities,454110,NULL,2,Post-Secondary Education,1,Education Cluster
582355178,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Robert H Mc Kinney School-law ,611310,611310,  Colleges and universities,NULL,NULL,2,Post-Secondary Education,1,Education Cluster
582355194,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Liberal Arts School ,611310,611310,  Colleges and universities,454110,NULL,2,Post-Secondary Education,1,Education Cluster
582355202,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Library-university ,611310,611310,  Colleges and universities,NULL,NULL,2,Post-Secondary Education,1,Education Cluster
582355244,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Women's Studies ,611310,611310,  Colleges and universities,454110,NULL,2,Post-Secondary Education,1,Education Cluster
582267910,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Student Life ,611310,611310,  Colleges and universities,454110,NULL,2,Post-Secondary Education,1,Education Cluster
552794141,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Marian University ,611310,611310,  Colleges and universities,NULL,NULL,2,Post-Secondary Education,1,Education Cluster
552797516,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Indiana University Natatorium ,611310,611310,  Colleges and universities,NULL,NULL,2,Post-Secondary Education,1,Education Cluster
552801243,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Mathematics Pentathlon ,611210,611210,  Junior colleges,611110,  Elementary and secondary schools,2,Post-Secondary Education,1,Education Cluster
521280503,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,International Business College ,611310,611310,  Colleges and universities,561311,  Employment placement agencies,2,Post-Secondary Education,1,Education Cluster
521238733,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Iupui ,611310,611310,  Colleges and universities,NULL,NULL,2,Post-Secondary Education,1,Education Cluster
496237207,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Real Estate Career Institute ,611210,611210,  Junior colleges,611110,  Elementary and secondary schools,2,Post-Secondary Education,1,Education Cluster
496241704,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Wicr 88.7 Fm ,611310,611310,  Colleges and universities,515112,  Radio stations,2,Post-Secondary Education,1,Education Cluster
478260730,NULL,NULL,4,Workforce & Education NAICS Custom Cluster - Secondary,Embry-riddle Aeronautical Univ ,611310,611512,  Flight training,611310,  Colleges and universities,2,Post-Secondary Education,1,Education Cluster
478253354,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Apostolic Information Svc ,611310,611310,  Colleges and universities,NULL,NULL,2,Post-Secondary Education,1,Education Cluster
459369815,864977,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Beech Grove Superintendent ,611210,611210,  Junior colleges,611110,  Elementary and secondary schools,2,Post-Secondary Education,1,Education Cluster
459369948,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Aenon Bible College ,611310,611310,  Colleges and universities,813110,  Religious organizations,2,Post-Secondary Education,1,Education Cluster
462699331,860506,NULL,4,Workforce & Education NAICS Custom Cluster - Secondary,Horizon Christian Fellowship ,611310,813110,  Religious organizations,611310,  Colleges and universities,2,Post-Secondary Education,1,Education Cluster
458612017,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Indiana Tech ,611310,611310,  Colleges and universities,NULL,NULL,2,Post-Secondary Education,1,Education Cluster
450148663,866588,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Indiana Wesleyan University ,611310,611310,  Colleges and universities,NULL,NULL,2,Post-Secondary Education,1,Education Cluster
450153242,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Kelley School Of Business ,611310,611310,  Colleges and universities,454110,NULL,2,Post-Secondary Education,1,Education Cluster
450153283,NULL,NULL,4,Workforce & Education NAICS Custom Cluster - Secondary,Indiana University Law Library ,611310,519120,  Libraries and archives,611310,  Colleges and universities,2,Post-Secondary Education,1,Education Cluster
450153291,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Intramural & Rcrtnl Sports ,611310,611310,  Colleges and universities,NULL,NULL,2,Post-Secondary Education,1,Education Cluster
450153309,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Iupui-school Education ,611310,611310,  Colleges and universities,454110,NULL,2,Post-Secondary Education,1,Education Cluster
450153333,100111,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Iu School Of Medicine ,611310,611310,  Colleges and universities,611110,  Elementary and secondary schools,2,Post-Secondary Education,1,Education Cluster
450153358,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Iupui ,611310,611310,  Colleges and universities,611110,  Elementary and secondary schools,2,Post-Secondary Education,1,Education Cluster
450153390,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Vincennes University ,611310,611310,  Colleges and universities,NULL,NULL,2,Post-Secondary Education,1,Education Cluster
450150719,860590,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Lutheran High School ,611210,611210,  Junior colleges,611110,  Elementary and secondary schools,2,Post-Secondary Education,1,Education Cluster
450149273,884566,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Mckenzie Career Center ,611210,611210,  Junior colleges,611110,  Elementary and secondary schools,2,Post-Secondary Education,1,Education Cluster
450149448,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Vincennes University ,611310,611310,  Colleges and universities,611519,  Other technical and trade schools,2,Post-Secondary Education,1,Education Cluster
440201327,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Messiah College ,611310,611310,  Colleges and universities,NULL,NULL,2,Post-Secondary Education,1,Education Cluster
440103631,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Educational Management Corp ,611310,611310,  Colleges and universities,999990,NULL,2,Post-Secondary Education,1,Education Cluster
440011020,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Air Force Institute Of Tech ,611210,611210,  Junior colleges,NULL,NULL,2,Post-Secondary Education,1,Education Cluster
438512671,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Olivet Nazarene University ,611310,611310,  Colleges and universities,NULL,NULL,2,Post-Secondary Education,1,Education Cluster
4367736,867537,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Christian Theological Seminary ,611310,611310,  Colleges and universities,451211,  Book stores,2,Post-Secondary Education,1,Education Cluster
427428819,NULL,NULL,4,Workforce & Education NAICS Custom Cluster - Secondary,Indiana University Purdue Univ ,611310,922120,  Police protection,611310,  Colleges and universities,2,Post-Secondary Education,1,Education Cluster
427810824,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,University Rs Llc ,611310,611310,  Colleges and universities,448190,  Other clothing stores,2,Post-Secondary Education,1,Education Cluster
426944748,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Ivy Tech State Clg-central ,611310,611310,  Colleges and universities,NULL,NULL,2,Post-Secondary Education,1,Education Cluster
427000615,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Real Estate Certification Prgm ,611210,611210,  Junior colleges,611110,  Elementary and secondary schools,2,Post-Secondary Education,1,Education Cluster
427082883,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Indiana University Purdue Univ ,611310,611310,  Colleges and universities,454110,NULL,2,Post-Secondary Education,1,Education Cluster
425750277,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Educational Management Corp ,611310,611310,  Colleges and universities,999990,NULL,2,Post-Secondary Education,1,Education Cluster
425729334,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Purdue University ,611310,611310,  Colleges and universities,NULL,NULL,2,Post-Secondary Education,1,Education Cluster
425152552,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Keller Graduate School Of Mgmt ,611310,611310,  Colleges and universities,NULL,NULL,2,Post-Secondary Education,1,Education Cluster
421808823,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Trustees Of Indiana University ,611310,611310,  Colleges and universities,999990,NULL,2,Post-Secondary Education,1,Education Cluster
417054904,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Trustees Of Indiana University ,611310,611310,  Colleges and universities,813410,  Civic and social organizations,2,Post-Secondary Education,1,Education Cluster
418052222,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Iupui Graduate Office ,611310,611310,  Colleges and universities,NULL,NULL,2,Post-Secondary Education,1,Education Cluster
413335961,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Vet Tech Institute ,611310,611310,  Colleges and universities,NULL,NULL,2,Post-Secondary Education,1,Education Cluster
410922080,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Martin University Inc ,611310,611310,  Colleges and universities,NULL,NULL,2,Post-Secondary Education,1,Education Cluster
410900756,NULL,NULL,4,Workforce & Education NAICS Custom Cluster - Secondary,Butlers University ,611310,721310,  Rooming and boarding houses,611310,  Colleges and universities,2,Post-Secondary Education,1,Education Cluster
407519329,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Iupui Psychology ,611310,611310,  Colleges and universities,NULL,NULL,2,Post-Secondary Education,1,Education Cluster
404919046,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Educational Management Corp ,611310,611310,  Colleges and universities,611710,  Educational support services,2,Post-Secondary Education,1,Education Cluster
403753525,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Indiana University ,611310,611310,  Colleges and universities,621210,  Offices of dentists,2,Post-Secondary Education,1,Education Cluster
403425908,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Franklin University ,611310,611310,  Colleges and universities,611691,  Exam preparation and tutoring,2,Post-Secondary Education,1,Education Cluster
403425909,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Kaplan University ,611310,611310,  Colleges and universities,611519,  Other technical and trade schools,2,Post-Secondary Education,1,Education Cluster
402572468,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Indy College Funding ,611310,611310,  Colleges and universities,541211,  Offices of certified public accountants,2,Post-Secondary Education,1,Education Cluster
402315949,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Iupui ,611310,611310,  Colleges and universities,454110,NULL,2,Post-Secondary Education,1,Education Cluster
401332346,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Dept-pathology & Lab Medicine ,611310,611310,  Colleges and universities,NULL,NULL,2,Post-Secondary Education,1,Education Cluster
400838376,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Purdue Technology Center ,611310,611310,  Colleges and universities,NULL,NULL,2,Post-Secondary Education,1,Education Cluster
401341719,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Iupui ,611310,611310,  Colleges and universities,454110,NULL,2,Post-Secondary Education,1,Education Cluster
401342041,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Indiana University ,611310,611310,  Colleges and universities,454110,NULL,2,Post-Secondary Education,1,Education Cluster
400356022,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Peirce Edition Project ,611310,611310,  Colleges and universities,454110,NULL,2,Post-Secondary Education,1,Education Cluster
383238961,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Calvary Chapel Bible College ,611310,611310,  Colleges and universities,813110,  Religious organizations,2,Post-Secondary Education,1,Education Cluster
383254018,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Harrison College ,611310,611310,  Colleges and universities,611410,  Business and secretarial schools,2,Post-Secondary Education,1,Education Cluster
383188943,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,University Of Phoenix ,611310,611310,  Colleges and universities,NULL,NULL,2,Post-Secondary Education,1,Education Cluster
383167038,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,National College ,611310,611310,  Colleges and universities,999990,NULL,2,Post-Secondary Education,1,Education Cluster
367081569,NULL,NULL,4,Workforce & Education NAICS Custom Cluster - Secondary,Indiana University Ultra Sound ,611310,621493,  Freestanding emergency medical centers,611310,  Colleges and universities,2,Post-Secondary Education,1,Education Cluster
368199840,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Card Services ,611310,611310,  Colleges and universities,454110,NULL,2,Post-Secondary Education,1,Education Cluster
368141230,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Ivy Tech State Clg Respiratory ,611310,611310,  Colleges and universities,454110,NULL,2,Post-Secondary Education,1,Education Cluster
353954597,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Center On Philanthropy ,611310,611310,  Colleges and universities,NULL,NULL,2,Post-Secondary Education,1,Education Cluster
258080068,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,School Of Engineering & Tech ,611310,611310,  Colleges and universities,454110,NULL,2,Post-Secondary Education,1,Education Cluster
258080084,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Indiana University Schl-nurse ,611310,611310,  Colleges and universities,454110,NULL,2,Post-Secondary Education,1,Education Cluster
259189165,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,De Vry University ,611310,611310,  Colleges and universities,611110,  Elementary and secondary schools,2,Post-Secondary Education,1,Education Cluster
258058866,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Aviation Institute-mntnc ,611210,611210,  Junior colleges,611310,  Colleges and universities,2,Post-Secondary Education,1,Education Cluster
217919679,NULL,NULL,4,Workforce & Education NAICS Custom Cluster - Secondary,Aerodyn Engineering Inc ,611310,334511,"  Search, detection, and navigation instruments",611310,  Colleges and universities,2,Post-Secondary Education,1,Education Cluster
140992439,868426,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Walker Career Center ,611210,611210,  Junior colleges,611110,  Elementary and secondary schools,2,Post-Secondary Education,1,Education Cluster
140987009,861712,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,University Heights Christian ,611310,611310,  Colleges and universities,813110,  Religious organizations,2,Post-Secondary Education,1,Education Cluster
140987025,900786,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,University Heights United ,611310,611310,  Colleges and universities,813110,  Religious organizations,2,Post-Secondary Education,1,Education Cluster
140876855,898059,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Butler University ,611310,611310,  Colleges and universities,999990,NULL,2,Post-Secondary Education,1,Education Cluster
1260348,899039,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,University Of Indianapolis ,611310,611310,  Colleges and universities,454110,NULL,2,Post-Secondary Education,1,Education Cluster
NULL,864683,NULL,2,WIB - Employ Indy Network,HEALTHNET HOMELESS INITIATIVE PROGRAM (HIP),NULL,NULL,NULL,NULL,NULL,3,Training,2,Workforce Cluster
NULL,NULL,2000015,2,WIB - Employ Indy Network,"Proteus, Inc",NULL,NULL,NULL,NULL,NULL,3,Training,2,Workforce Cluster
NULL,NULL,2000010,2,WIB - Employ Indy Network,YouthBuild Indy,NULL,NULL,NULL,NULL,NULL,3,Training,2,Workforce Cluster
NULL,NULL,2000011,2,WIB - Employ Indy Network,Apprentice University,NULL,NULL,NULL,NULL,NULL,3,Training,2,Workforce Cluster
NULL,NULL,2000012,2,WIB - Employ Indy Network,Central Nine Career Center,NULL,NULL,NULL,NULL,NULL,3,Training,2,Workforce Cluster
NULL,NULL,2000013,2,WIB - Employ Indy Network,Crossing School of Business & Entrepreneurship,NULL,NULL,NULL,NULL,NULL,3,Training,2,Workforce Cluster
NULL,NULL,2000005,2,WIB - Employ Indy Network,IA Technology,NULL,NULL,NULL,NULL,NULL,3,Training,2,Workforce Cluster
140823899,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Donley Safety Indy ,611699,611699,  Miscellaneous schools and instruction,NULL,NULL,3,Training,2,Workforce Cluster
140818857,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Sutton-garten Co ,611519,611519,  Other technical and trade schools,325120,  Industrial gas manufacturing,3,Training,2,Workforce Cluster
140814450,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Lincoln ,611519,611519,  Other technical and trade schools,454110,NULL,3,Training,2,Workforce Cluster
140848524,NULL,NULL,4,Workforce & Education NAICS Custom Cluster - Secondary,Indiana Plan ,624310,813319,  Other social advocacy organizations,624310,  Vocational rehabilitation services,3,Training,2,Workforce Cluster
140928854,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Neuroscience Center Of Indpls ,624310,624310,  Vocational rehabilitation services,621111,"  Offices of physicians, except mental health",3,Training,2,Workforce Cluster
140941071,884770,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Westpark Rehab-advanced Heart ,624310,624310,  Vocational rehabilitation services,423490,  Other professional equip. merchant wholesaler,3,Training,2,Workforce Cluster
140940552,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Els Language Center ,611630,611630,  Language schools,611310,  Colleges and universities,3,Training,2,Workforce Cluster
209897305,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Select Medical ,624310,624310,  Vocational rehabilitation services,621493,  Freestanding emergency medical centers,3,Training,2,Workforce Cluster
208290494,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Residential Services Inc ,624310,624310,  Vocational rehabilitation services,NULL,NULL,3,Training,2,Workforce Cluster
208304253,NULL,NULL,4,Workforce & Education NAICS Custom Cluster - Secondary,Best Buddies Of Indiana ,624310,621999,  Miscellaneous ambulatory health care services,624310,  Vocational rehabilitation services,3,Training,2,Workforce Cluster
141622100,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Harrison College ,611519,611519,  Other technical and trade schools,611310,  Colleges and universities,3,Training,2,Workforce Cluster
142098144,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Career Consultants Oi Partners ,624310,624310,  Vocational rehabilitation services,561311,  Employment placement agencies,3,Training,2,Workforce Cluster
141033902,NULL,NULL,4,Workforce & Education NAICS Custom Cluster - Secondary,Garden Pointe Apartments ,624310,531110,  Lessors of residential buildings,624310,  Vocational rehabilitation services,3,Training,2,Workforce Cluster
224381475,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Indy Medical Supply Svc ,624310,624310,  Vocational rehabilitation services,NULL,NULL,3,Training,2,Workforce Cluster
227744901,868528,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Indypendence Career Devmnt Center ,624310,624310,  Vocational rehabilitation services,NULL,NULL,3,Training,2,Workforce Cluster
258062389,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Language Link Inc ,611630,611630,  Language schools,611630,  Language schools,3,Training,2,Workforce Cluster
242055770,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Tucker School Of Real Estate ,611519,611519,  Other technical and trade schools,NULL,NULL,3,Training,2,Workforce Cluster
261988125,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Invoke Studio ,611699,611699,  Miscellaneous schools and instruction,812191,  Diet and weight reducing centers,3,Training,2,Workforce Cluster
258068634,NULL,NULL,2,WIB - Employ Indy Network,Recycle Force ,NULL,423930,  Recyclable material merchant wholesalers,454110,NULL,3,Training,2,Workforce Cluster
311273452,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Fadely & Debrota Assoc ,624310,624310,  Vocational rehabilitation services,NULL,NULL,3,Training,2,Workforce Cluster
358949683,NULL,NULL,4,Workforce & Education NAICS Custom Cluster - Secondary,Mindful Movement Studio ,611699,713940,  Fitness and recreational sports centers,611699,  Miscellaneous schools and instruction,3,Training,2,Workforce Cluster
383160454,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Frontline Heart Starters ,611699,611699,  Miscellaneous schools and instruction,NULL,NULL,3,Training,2,Workforce Cluster
383180072,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Society Of Ortho-bionomy Intl ,611699,611699,  Miscellaneous schools and instruction,NULL,NULL,3,Training,2,Workforce Cluster
383181245,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Kids Only Inc ,624310,624310,  Vocational rehabilitation services,NULL,NULL,3,Training,2,Workforce Cluster
378913347,NULL,NULL,4,Workforce & Education NAICS Custom Cluster - Secondary,Pyramid Consulting Inc ,611420,518210,"  Data processing, hosting and related services",611420,  Computer training,3,Training,2,Workforce Cluster
383206679,866960,NULL,4,Workforce & Education NAICS Custom Cluster - Secondary,Indiana Latino Institute Inc ,624310,813319,  Other social advocacy organizations,624310,  Vocational rehabilitation services,3,Training,2,Workforce Cluster
383204864,NULL,NULL,4,Workforce & Education NAICS Custom Cluster - Secondary,Liberty Hall ,624310,921120,  Legislative bodies,624310,  Vocational rehabilitation services,3,Training,2,Workforce Cluster
383190105,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Job Corps ,624310,624310,  Vocational rehabilitation services,NULL,NULL,3,Training,2,Workforce Cluster
400145393,862976,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Safe Sitter Inc ,624310,624310,  Vocational rehabilitation services,624110,  Child and youth services,3,Training,2,Workforce Cluster
400490070,900967,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Intelligent Minds Child Devmnt ,611699,611699,  Miscellaneous schools and instruction,NULL,NULL,3,Training,2,Workforce Cluster
401333437,NULL,NULL,4,Workforce & Education NAICS Custom Cluster - Secondary,Driver Solutions ,611519,484230,"  Other specialized trucking, long-distance",611519,  Other technical and trade schools,3,Training,2,Workforce Cluster
401406522,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Indiana Plan Pre-apprntcshp ,624310,624310,  Vocational rehabilitation services,NULL,NULL,3,Training,2,Workforce Cluster
401408043,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Evans Nancy ,624310,624310,  Vocational rehabilitation services,NULL,NULL,3,Training,2,Workforce Cluster
401408044,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Q7 Career Counseling ,624310,624310,  Vocational rehabilitation services,NULL,NULL,3,Training,2,Workforce Cluster
402370719,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Marlinspike Consulting Inc ,611420,611420,  Computer training,NULL,NULL,3,Training,2,Workforce Cluster
402540001,NULL,NULL,4,Workforce & Education NAICS Custom Cluster - Secondary,Empire Beauty School ,611519,611511,  Cosmetology and barber schools,611519,  Other technical and trade schools,3,Training,2,Workforce Cluster
403427670,883115,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Community Health Network Rehab ,624310,624310,  Vocational rehabilitation services,621111,"  Offices of physicians, except mental health",3,Training,2,Workforce Cluster
403428072,883296,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Madison Healthcare ,624310,624310,  Vocational rehabilitation services,623110,"  Nursing care facilities, skilled nursing",3,Training,2,Workforce Cluster
403428073,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Pediplay ,624310,624310,  Vocational rehabilitation services,NULL,NULL,3,Training,2,Workforce Cluster
403570810,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Right Management ,624310,624310,  Vocational rehabilitation services,561311,  Employment placement agencies,3,Training,2,Workforce Cluster
407500481,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Heartland Yoga Therapy Inc ,611699,611699,  Miscellaneous schools and instruction,624310,  Vocational rehabilitation services,3,Training,2,Workforce Cluster
414427230,NULL,NULL,4,Workforce & Education NAICS Custom Cluster - Secondary,Rehab & Sports Medicine ,624310,621340,  Offices of specialty therapists,624310,  Vocational rehabilitation services,3,Training,2,Workforce Cluster
413315584,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Kripalu Yoga Foundation ,611699,611699,  Miscellaneous schools and instruction,NULL,NULL,3,Training,2,Workforce Cluster
